"","combid","Def_12_x","Def_13_x","Def_14_x","Def_15_x","Def_16_x","Def_17_x","Def_18_x","Def_19_x","Def_20_x","Def_21_x","Def_22_x","Def_12_y","Def_13_y","Def_14_y","Def_15_y","Def_16_y","Def_17_y","Def_18_y","Def_19_y","Def_20_y","Def_21_y","Def_22_y"
"562","2017091100_3097",79.47,100.1,80.32,78.11,82.91,80.42,99.67,79.56,116.58,82.59,111.99,38.41,35.35,42.06,36.97,34.68,31.2,33.37,21.2,39.71,27.19,35.96
"563","2017091100_2816",93.67,114.82,85.61,81.87,80.66,88.48,94.02,103.62,99.71,84.07,80.57,31.6,39.79,38.14,29.62,26.33,24.22,30.73,36.49,24.89,34.24,24.66
"564","2017091100_2338",34.88,18.42,40.72,40.72,40.39,38.85,19.05,40.28,8.07,37.86,4.53,27.46,27.84,18.85,22.67,28.7,31.3,31.81,41.91,27.43,35.89,28.69
"565","2017091100_2112",93.66,115.58,79.27,80.21,79.97,90.63,94.35,106.43,98.37,79.93,81.75,29.29,28.5,38.02,32.36,24.39,35.29,32.37,25.77,36.45,35.25,21.01
"566","2017091100_2073",77.23,81.72,100.88,66.96,68.43,65.42,78.15,68.09,79.8,70.16,79.79,29.85,27.79,26.44,41.22,31.82,25.18,31.48,15.51,22.19,21.95,25.44
"567","2017091100_1521",76.76,97.66,76.39,80.93,81.46,84.25,97.3,82.8,109.6,85.26,104.95,39.82,29.88,41.12,33.15,31.05,28.29,28.45,21.44,31.58,24.97,29.51
"568","2017091100_1415",25.59,4.99,43.36,39.03,39.2,32.54,24.87,16.25,21.45,35.73,39.14,26.17,23.55,20.8,25.32,28.06,29.86,26.74,21.91,31.24,23.11,29.26
"569","2017091012_594",117.05,110.69,82.22,97.17,80.14,83.13,98.09,85.56,83.01,86.18,84.68,27.39,30.34,32.33,31.01,24.66,37.82,32.73,32.79,39.78,26.37,35.85
"570","2017091012_44",32.15,36.77,22.84,35.04,23.2,18.2,31.71,37.44,33.75,9.29,30.48,28.52,33.19,37.23,38.42,35.98,37.15,36.15,26.23,23.19,43.38,42.86
"571","2017091012_3610",114.04,107.56,85.4,94.96,84.7,82.86,94.68,81.08,80.47,85.25,80.8,24.29,29.17,27.43,28.19,16.71,36,29.58,30.99,39.97,22.49,36.96
"572","2017091012_2546",88.77,84.26,97.28,83.62,92.46,102.18,90.11,83.64,86.78,108.52,85.46,33.89,30.74,33.24,24.39,30.34,36.76,26.04,36.5,40.36,38.7,21.02
"573","2017091012_2165",2.09,8.62,38.31,24.09,37.65,36.53,24.61,38.48,37.86,37.02,37.88,20.84,19.65,23.7,22.53,36.13,14.97,18.35,20.45,12.72,30.8,14.25
"574","2017091012_1756",0.44,8.74,37.83,25.03,36.49,37.34,25.45,37.69,36.96,36.19,36.74,22.68,20.66,21,20.8,35.21,16.33,19.22,18.65,12.16,30.01,14.43
"575","2017091012_1072",8.32,14.66,36.52,21.56,33.63,36.37,21.76,36.88,35.01,34.61,36.09,38.91,35.43,34.23,37,43.21,39.18,32.04,33.07,19.47,39.54,25.73
"576","2017091010_3635",27.13,2.23,33.98,28.67,30.68,21.36,42.21,30.11,28.2,35.12,34.86,23.89,1.21,15.38,15.67,21.3,7.38,19.45,20.28,14.87,8.85,14.27
"577","2017091010_35",84.32,84.71,85.62,85.29,113.04,99.21,84.16,85.71,84.34,84.96,98.61,30.12,27.83,13.43,11.66,10.25,17.05,17.65,26.4,23.74,8.03,18.44
"578","2017091010_3001",40.17,40.39,38.58,42.85,12.82,30.21,42.15,38.94,42.11,41.66,30.34,12.07,17.4,29.07,31.45,22,25.13,28.74,14.86,20.15,36.46,23.47
"579","2017091010_2968",38.34,40.7,34.64,40.52,21.95,28.94,39.33,34.44,39.64,39.32,30.47,20.02,27.18,40.98,41.92,44.74,37.77,37.57,24.17,31.44,46.33,37.01
"580","2017091010_2349",35.31,35.13,34.56,33.83,10.89,22.24,35.54,33.69,35.28,34.87,22.95,22.63,24.22,39.55,42,40.23,34.94,35.22,27.16,31.1,44.8,34.03
"581","2017091009_575",88.79,86.12,86.67,83.92,102.89,118.48,81.71,101.43,86.12,83.15,83.76,13.62,19.39,14.25,10.57,15.34,16.15,22.1,20.2,26.72,19.39,29.81
"582","2017091009_3331",47.48,40.03,49.81,51.7,52.28,42.87,54.96,39.13,52.02,53.73,54.04,39.05,32.72,34.2,39.26,43.88,39.95,31.31,30.6,20.91,37.47,18.16
"583","2017091009_3135",36.08,34.43,35.53,36.51,25.96,17.09,38.32,26.4,37.14,37.6,39.08,17.62,33.02,38.6,42.9,37.43,36.06,33.78,34.26,18.98,35.58,16.71
"584","2017091009_302",37.62,1.66,17.99,18.34,35.9,35.47,8.81,37.39,37.27,17.93,34.91,32.42,10.4,30.23,24.03,20.85,29.77,20.7,14.86,27.21,25.47,31.45
"585","2017091009_207",37.71,11.03,16.02,20.52,39.21,35.91,4.6,37.87,41.08,20.28,36.57,23.98,24.39,13.84,20.66,19.34,28.34,13.99,19.41,16.56,18.68,32.74
"586","2017091008_44",23.04,38.57,16.08,41.77,13.77,40.65,22.46,37.59,38.15,37.39,38.41,27.4,22.65,21.98,31.3,17.33,28.67,23.16,33.3,27.85,21.8,26.29
"587","2017091008_3892",31.24,39.18,28.38,39.05,23.74,38.83,32.73,37.37,38.26,38.87,37.61,38.99,27.93,41.2,37.31,27.31,38.62,41.7,40.1,36.25,24.62,30.61
"588","2017091008_3755",18.71,38.89,2.87,35.9,9.35,34.12,18.84,33.94,35.94,35.22,38.09,22.49,19.19,27.71,28.99,24.44,27.26,24.75,32.43,25.15,17.48,20.33
"589","2017091008_301",18.4,37.87,2.29,40.26,5.96,39.3,17.97,36.52,38.35,37.9,39.01,32.16,22.92,35.15,35.59,29.81,34.29,28.98,33.73,26.16,21.16,23.83
"590","2017091008_2911",28.85,41.22,42.78,27.61,44.44,42.88,17.86,38.41,43.13,42.76,19.43,17.31,24.83,28.64,25.06,15.98,26.54,25.13,33.02,19.97,35.28,14.66
"591","2017091008_2441",97.44,79.95,107.46,81.35,112.43,81.58,80.61,97.58,82.64,82.5,79.58,37.71,38.07,34.83,26.33,37.98,22.23,28.37,35.31,33.84,41.62,36.44
"592","2017091008_1323",17.12,30.76,35.03,19.06,34.91,32.25,4.09,34.77,31.98,33.99,2.22,24.07,21.28,35.22,32.82,18.1,26.95,24.91,24.61,21.02,34.83,24.53
"593","2017091008_1063",98.19,80.16,103.27,80.67,108.79,84.21,79.85,97.84,80.01,84.64,81.53,41.03,39.47,36.88,28.82,43.53,25.64,30.27,38.73,33.25,39.78,39.5
"594","2017091007_948",24.14,17.73,36.08,37.16,20.35,37.04,37.17,35.6,37.97,3.64,26.36,36.12,36.91,37.2,15.49,22.99,32.38,22.13,41.98,24.68,34.76,16.9
"595","2017091007_3685",28.19,21.74,34.87,35.15,27.5,34.72,36.4,36.7,35.9,2.89,18.3,22.43,35.4,34.07,15.89,21.51,26.51,18.01,40.04,20.34,31.96,21.69
"596","2017091007_3383",98.28,110.66,98.83,86.59,81.9,84.55,106.8,83.78,85.59,80.26,79.82,41.54,42.64,39.09,34.31,22.62,40.55,35.15,30.01,44.93,35.41,33.73
"597","2017091007_2866",25.48,20.05,34.54,37.11,24.75,35.83,35.77,36.99,35.78,9.37,17.9,22.91,32.38,27.99,13.07,16.09,23.31,14.87,36.64,18.25,26.71,18.3
"598","2017091007_2435",91.72,99.52,92.15,85.69,87.33,91.36,85.5,85.35,89.81,116.56,100.69,34.3,28.55,28.49,42.35,41.92,31.72,40.82,20.85,39.43,33.8,39.27
"599","2017091005_955",111.94,81.35,101.07,101.16,80.54,78.49,114.67,80.56,85.95,79.98,78.43,26.63,34.66,20,21.18,30.47,12.26,21.79,18.33,22.81,15.19,23.02
"600","2017091005_3982",106.6,83.39,99.38,99.76,84.7,84.59,111.54,79.9,84.51,81.6,79.93,16.88,32.8,15.29,16.03,26.86,10.72,10.4,19.07,18.23,14.95,21.12
"601","2017091005_35",107.23,83.05,82.22,100.24,100.42,85.41,118.64,114.04,79.86,81.41,81.99,25.46,33.71,37.97,27.38,27.79,21.26,26.29,23.81,15.23,25.98,21.57
"602","2017091005_2563",106.72,83.96,84.31,100.03,100.1,87.7,115.39,111.36,80.53,81.75,81.09,25.48,28.01,32.51,23.68,24.4,17.18,23.01,21.74,14.43,22.93,17.46
"603","2017091005_2110",9.56,34.96,22.06,23.05,35.98,35.64,5.23,37.94,33.37,35.56,38.92,38.49,19.97,39.45,36.37,24.49,44.03,43.38,36.69,35.88,38.2,33.98
"604","2017091005_2033",111.26,86.18,98.47,98.65,84.29,82.92,116.6,80.39,84.73,82.78,80.74,21.61,33.27,18.05,18.72,29.85,12.03,18.13,20.25,19.89,16.04,21
"605","2017091005_1763",110.37,83.74,100.02,100.38,82.66,83.17,117.4,82.6,86.09,82.76,80.71,19.06,31.57,16.55,17.67,27.26,10.54,14.53,17.72,19.06,15.38,20.41
"606","2017091004_851",34.41,17.24,31.69,27.12,29.65,5.21,32.86,34.23,36.72,27.01,25.06,9.17,18.07,27.52,12.9,15.53,13.59,14.24,19.5,23.21,10.92,14.7
"607","2017091004_4127",79.75,102.74,91.08,76.84,91.04,111.57,83.41,99.8,76.54,81.38,77.18,39.67,41.28,35.7,29.54,34.19,37.48,45.07,27.34,21.09,18.2,28.26
"608","2017091004_3757",79.54,106.94,91.86,79.45,93.29,118.61,84.91,102.18,77.32,84.18,80.83,38.36,37.9,34.52,26.43,31.75,34.97,43.8,24.02,20.28,17.78,34.42
"609","2017091004_37",81.22,103,109.42,91.41,84.21,91.48,83,99.52,76.31,85.3,82.43,35.71,33.16,26.39,27.78,24.33,25.75,38.89,23.41,21.27,18.72,31.97
"610","2017091004_2995",76.93,103.14,79.37,99.85,80.61,81.13,78.69,79.41,101.09,98.59,112,40.42,26.37,17.78,35.31,33.2,37.88,27.78,23.42,36.43,30.45,42.76
"611","2017091004_292",39.56,16.89,36.35,20.65,35.17,6.34,34.97,36.61,37.4,20.86,21.7,14.18,28,33.59,19.93,22.95,27.93,20.31,26.9,28.83,19.05,24.05
"612","2017091004_2462",72.69,102.72,81.85,99.58,81.66,82.88,79.25,80.63,101.93,99.39,115.7,36.63,23.34,18.56,29.78,29.72,33.64,26.39,23.48,32.44,28.54,28.04
"613","2017091004_1611",40.86,17.7,7.39,31.41,38.48,29.41,36.71,19.96,40.92,36.1,40.37,17.66,17.39,25.36,21.49,22.37,24.63,14.34,31.75,33.43,38.71,22.16
"614","2017091003_878",82.48,75.77,78.26,97.35,94.8,75.87,116.67,78.09,99.86,76.45,108.97,24.58,44.27,20.07,27.21,39.69,42.03,34.71,32.35,30.49,24.92,31.15
"615","2017091003_3631",41.01,43.98,41.01,31.12,40.3,47.06,41.61,44.85,41.9,40.82,23.45,24.73,31.38,18.08,43.81,46.33,6.9,34.88,48.85,41.36,16.55,43.23
"616","2017091003_2078",83.11,76.53,78.69,100.19,99.21,76.01,110.1,78.66,101.18,76.79,113.09,19.07,40.11,16.56,22.62,29.36,36.71,16.99,27.61,24.07,20.33,10.86
"617","2017091003_1954",80.33,96.21,90.15,81.13,84.04,81.24,85.37,113.12,69.4,104.62,84.67,18.45,23.94,32.98,40.18,24.17,21.88,28.41,18.34,17.37,20.89,15.84
"618","2017091002_36",28.13,28.2,31.17,29.5,33.33,1.27,15.93,33.4,30.33,15.67,30.73,33.23,18.5,28,35.07,33.5,23.53,27.2,32.8,28.93,25.87,22.53
"619","2017091002_2026",80.61,80.93,101.92,79.3,115.41,81.21,98.62,78.82,78.83,78.06,99.12,32.23,42.87,29.87,42.52,35.7,29.2,31.54,35.48,25.16,40.46,33.14
"620","2017091002_1766",89.37,87.18,83.86,99.4,80.83,112.19,99.32,81.08,83.22,106.58,86.79,32.96,42.62,31.17,35.45,26.23,44.92,38.3,27.71,33.93,39.02,37.33
"621","2017091002_1662",86.38,83.54,84.67,89.25,82.11,108.97,99.93,82.42,85.68,100.36,85.07,41.75,43.41,34.84,33.57,29.55,37.27,35.27,31.81,36.87,36.73,41.16
"622","2017091001_872",114.78,99.61,98.92,79.94,80.8,80.18,107.6,81.16,82.1,81.84,79.5,44.29,39.75,30.27,38.95,31.2,42.52,43.71,28.68,35.5,20.21,24.43
"623","2017091001_36",15.28,23.64,23.23,39.34,35.36,39.56,17.47,35.59,35.68,36.04,37.58,47.88,37.75,34.93,27.71,31.57,21.71,41.49,33.9,37.67,42.85,39.82
"624","2017091001_3439",38.48,21.64,9.15,38.96,38.69,15.28,38.09,36.64,39.01,21.48,34.99,43.49,35.21,43.44,38.43,29.13,38.4,26.14,22.23,34.96,32.73,33.39
"625","2017091001_330",82.08,97.13,106.89,80.36,80.78,99.77,79.27,85.26,79.58,98.01,81.05,18.96,33.86,33.3,23.27,29.6,33.46,36.89,33.52,25.44,35.12,34.84
"626","2017091001_3190",117.34,99.03,99.57,80.77,80.23,83.34,110.88,81.62,81.24,82.68,81.12,41.8,37.49,32.28,36.95,32.06,44.78,35.86,30.05,34.46,21.61,25.31
"627","2017091001_2903",39.87,20.63,3.85,39.24,35.73,12.9,35.16,33.86,40.38,22.34,38.62,41.41,37.19,44.67,39.77,34.16,39.45,29.32,22.79,37.1,36.62,35.36
"628","2017091001_2501",77.5,90.42,107.1,79.94,78.23,100.06,78.95,82.76,78.01,91.68,81.12,18.12,34.44,35.74,23.03,31.5,35.82,38.32,38.06,27.43,38.34,35.63
"629","2017091001_1653",117.88,99.26,97.79,81,77.73,80.83,110.58,80.26,82.22,80.24,81.51,36.8,34.91,27.42,36.98,32.54,41.01,36.32,28.45,34.6,16.95,23.42
"630","2017091001_1421",40.06,19.48,6.64,39.31,35.37,13.29,36.9,38.59,42.05,21.02,38.73,43.12,34.36,40.66,38.58,32.97,36.87,26.74,24.64,36.38,34.5,34.61
"631","2017091000_3404",102.79,80.33,80.79,69.45,99.83,83.72,95.26,99.39,72.9,113.54,83.52,26.13,27.23,24.99,33.04,21.81,18.82,16.6,30.93,19.09,26.92,33.42
"632","2017091000_3130",113.37,75.25,83.32,85.07,82.44,101.52,87.29,82.41,102.21,82.2,82.84,26.92,38.75,17.4,29.2,38.68,30.38,23.38,37.05,26.26,32.23,25.07
"633","2017091000_2189",19.59,41.07,39.87,41.44,21.4,37.44,24.12,21.7,42.21,9.65,39.04,26.06,26.69,29.1,14.9,24.84,33.26,29.66,22.92,40.3,23.31,20.86
"634","2017090700_4520",108.94,99.51,78.11,99.99,78.2,98.33,82.49,79.33,81.12,75.26,78.96,34.88,37.17,37.44,34.66,25.49,30.62,35.2,30.47,39.25,28,41.47
"635","2017090700_44",107.56,97.34,79.83,97.33,76.13,97.3,82.83,81.66,81.78,75.73,79.73,35.35,37.22,35.68,35.58,23.44,31.01,34.15,29.26,38.08,24.34,38.28
"636","2017090700_4347",117.17,102.81,79.32,102.66,73.68,99.74,82.1,78.84,80.7,72.47,79.12,44.29,43.46,38.62,34.06,23.53,32.59,34.89,30.2,41.28,26.32,42.53
"637","2017090700_3578",97.69,83.28,98.08,81.83,112.28,74.59,106.56,87.28,85.46,85.71,85.53,33.15,27.57,37.88,29.49,37.63,41.89,34.82,37.36,22.65,38.02,33.52
"638","2017090700_3196",96.26,80.2,96.81,80.39,112.02,82.41,103.74,86.12,82.77,81.9,83.19,32.31,28.26,41.16,32.25,45.79,43.97,37.19,36.64,20.44,41.12,34.6
"639","2017090700_2792",5.86,19.52,39.73,19.71,43.84,20.99,37.61,38.45,37.46,43.56,39.79,21.75,17.82,17.5,19.25,31.7,24.32,20.83,25.38,16.2,30.15,14.79
"640","2017090700_2353",18.05,25.06,29.67,41.52,27.16,42.41,22.16,46.07,41,42.12,44.22,18.77,17.3,21.92,17.87,26.96,38.24,23.63,28.13,13.33,32.21,14.62
"641","2017090700_1640",99.25,82.76,100.3,83.43,114.73,82.67,109.35,82.99,85.38,86.54,84.55,34.88,29.66,40.84,33.3,44.12,44.29,36.73,40.72,22.83,40.24,38.03
"642","2017090700_1241",95.45,80.15,95.52,81.63,109.7,79,104.18,82.3,82.21,80.13,82.11,31.24,28.45,41.92,33.31,45.82,40.63,37.1,39.83,21.86,38.47,37.02
