"","combid","Poss_1_x","Poss_2_x","Poss_3_x","Poss_4_x","Poss_5_x","Poss_6_x","Poss_7_x","Poss_8_x","Poss_9_x","Poss_10_x","Poss_11_x","Def_12_x","Def_13_x","Def_14_x","Def_15_x","Def_16_x","Def_17_x","Def_18_x","Def_19_x","Def_20_x","Def_21_x","Def_22_x","Poss_1_y","Poss_2_y","Poss_3_y","Poss_4_y","Poss_5_y","Poss_6_y","Poss_7_y","Poss_8_y","Poss_9_y","Poss_10_y","Poss_11_y","Def_12_y","Def_13_y","Def_14_y","Def_15_y","Def_16_y","Def_17_y","Def_18_y","Def_19_y","Def_20_y","Def_21_y","Def_22_y"
"72","2017101504_1302",40.12,46.17,49.44,40.98,45.58,53.76,42.56,41.29,42.12,39.9,43.91,35.98,45.65,25.98,25.81,36.68,15.82,36.28,38.46,43.34,25.45,4.8,15.24,26.4,34.15,24.1,19.09,25.24,31.94,17.46,6.98,8.53,30.61,17.04,27.17,25.15,20.65,11.63,14.83,17.61,20.02,25.45,21.91,16.19
"73","2017101503_37",55.15,74.53,70.91,72.92,75.72,74.62,75.18,74.8,72.69,74.32,74.7,90.45,114.77,79.71,101.55,80.63,97.97,82,79.61,80.43,79.68,104.87,20.2,8.34,39.27,29.45,26.14,12.64,10.06,16.05,33.68,17.93,25.53,16.94,20.78,28.31,22.91,24.07,25.81,11.34,38.85,16.67,26.01,23.84
"74","2017101503_3490",62.56,46.32,47.7,48.74,44.14,46.85,46.55,45.43,47.72,47.08,43.81,31.76,38.66,36.86,22.73,24.09,7.14,39.56,38.67,39.04,38.64,18.37,27.81,41.69,7.62,18.61,9.99,15.01,39.53,32.42,35.87,29.14,22.28,30.92,31.4,18.86,26.74,25.87,22.9,36.71,16.29,34.12,26.79,25.33
"75","2017101503_3257",61.19,46.19,46.43,46.92,43.23,45.86,45.8,46.17,46.63,45.95,43.3,28.82,37.83,37.78,20.18,23.84,5.06,37.25,40.27,36.49,39.92,14.96,27.38,42.44,6.22,19.19,9.36,15.24,40.73,33.19,37.59,29.7,22.32,30.91,29.89,19.31,25.14,24.76,24.84,38.39,15.41,33.55,26.94,24.64
"76","2017101503_2788",52.3,65.99,62.35,63.95,66.84,65.65,65.67,64.82,62.81,64.9,66.88,92.24,75.47,74.64,96.96,95.48,111.1,75.38,72.05,76.76,75.14,103.25,23.21,7.7,42.82,31.67,23.97,13.1,11.65,15.83,36.45,18.33,27.56,17.34,20.47,30.59,25.15,29.22,26.1,12.55,37.46,15.93,26.16,24.8
"77","2017101503_2480",56.19,28.42,41.15,33.83,36.33,31.15,28.8,46.56,31.48,36.74,30.65,9.27,31.46,26.51,35.66,27.79,28.07,25.76,26.18,1.33,35.22,31.56,34.85,31,15.81,44.33,31.23,24.2,45,38.56,31.71,26.2,42.31,37.62,26.55,37.78,41.41,33.39,41.25,39.39,42.89,39.81,31.46,32.6
"78","2017101503_2091",58.56,73.6,67.47,69.53,70.95,72.57,64.33,72.51,68.08,72.18,73.28,108.14,78.01,94.52,77.44,76.21,94.99,94.81,95.97,114.09,79.42,79.07,23.89,22.2,42.06,11.22,29.8,34.97,22.27,22.82,5.77,14.98,38.34,31.41,32.45,26.4,11.4,19.61,19.54,24.39,18.5,26.35,30.49,24.92
"79","2017101503_1610",62.75,47.93,48.5,46.93,45.13,47.5,48.27,46.96,48.44,48.25,45.66,30.12,40.85,40.43,22.54,24.37,7.71,39.93,38.83,40.07,17.59,41.21,26.21,40.41,5.03,18.27,6.89,12.87,38.13,28.69,33.74,25.6,20.66,18.49,22.7,18.68,21.07,24.64,13.3,36.41,29.94,20.58,22.54,11.52
"80","2017101503_1266",64.02,83.66,76.14,77.67,79.84,80.59,69.31,80.46,77.97,81.8,81.4,106.98,83.34,94.97,84.22,83.59,94.43,94.43,97.11,112.87,84.69,85.12,28.87,32.4,17.17,39.43,25,18.75,35.31,33.12,43.65,35.45,16.81,31.23,33.38,28.87,13.53,19.02,24.98,25.67,26.83,31.6,30.59,28.43
"81","2017101503_1023",56.62,42.55,42.67,40.01,39.55,40.12,38.42,41.37,43.44,41.99,39.03,27.7,14.95,35.94,20.61,37.19,21.19,37.04,37.03,36.19,36.24,18.25,23.58,34.51,5.01,14.66,25.36,11.86,9.07,26.26,30.25,23.83,19.43,26.11,13.55,16.62,18.92,25.29,15.28,29.94,13.75,27.21,23.08,19.86
"82","2017101502_896",40.94,48.99,43.97,43.95,44.62,42.93,42.01,56.8,46.37,42.32,40.37,18.21,38.26,35.1,34.69,18.51,38.76,35.68,38.22,5.52,36.13,37.6,8.95,35.57,37.68,32.75,14.1,17.26,23.01,25.11,30.04,12.24,17.5,26.34,22.56,12.35,17.46,20.94,23.71,19.74,34.1,19.73,29.82,17.11
"83","2017101502_719",77.45,79.22,70.33,76.65,72.12,79.07,75.92,78.42,63.41,75.34,79.02,74.79,94.62,94.79,78.19,83.71,82.48,89.28,84.21,80.51,83.2,115.65,14.75,31.13,37.63,11.84,21.85,39.53,31.5,25.35,29.69,19.62,35.86,30.05,23.05,24.36,15.8,22.66,29.43,28.57,19.69,18.74,31.3,31.62
"84","2017101502_4156",40.94,59.38,55.69,44.06,53.63,48.78,62.41,60.46,48.05,45.07,57.67,55.96,59.53,56.41,58.96,57.9,52.63,60.02,64.15,54.29,58.54,85.44,27.52,8,9.64,40.51,6.99,30.9,5.48,5.25,22.1,30.56,6.77,29.22,10.23,9.02,4.04,20.09,7.5,7.39,30.57,7.41,6.17,23.51
"85","2017101502_2951",75.36,70.76,74.27,73.93,76.73,76.32,74.85,74.11,62.29,74.07,78.09,100.82,82.58,83.07,101.03,82.08,86.54,81.25,116.66,80.1,82.93,86.49,44.71,16.19,28.52,19.72,38.56,32.69,25.21,39.67,28.07,14.18,37.25,28.74,27.98,37.06,33.08,39.27,31.1,35.34,31.4,20.77,26.3,34.16
"86","2017101502_267",42.53,49.2,45.28,45.01,45.43,44.78,43.6,56.82,47.63,42.79,42.42,20.38,37.63,35.87,18.79,40.1,33.22,35.93,2.53,37.12,35.72,33.17,17.32,42.53,45.33,41.49,13.88,27.78,30.5,32.09,38.21,22.21,38.08,36.82,33.76,27.68,32.65,21.78,33.39,31.16,37.58,41.82,36.47,30.46
"87","2017101502_2581",74.54,52.35,52.45,54.03,57.34,55.53,55.02,57.69,51.3,54.83,55.14,52.59,45.65,44.61,47.97,49.77,52.49,47.29,45.26,50.61,57.15,25.57,26.41,39.35,22.41,24.2,38.17,29.54,12.61,21.37,35.56,34.82,16.91,18.81,25.84,29.79,35.99,27.82,35.24,25.08,27.78,33.45,22.08,24.02
"88","2017101502_2273",76.81,70.96,76.72,76.45,74.41,78.87,77.34,75.43,61.91,75.04,81.66,103.42,79.87,85.24,102.57,83.55,80.37,81.92,118.6,83.62,83.49,82.24,44.26,15.49,25.24,19.67,38.84,31.17,23.43,41.42,28.25,13.94,36.2,28.41,27.14,35.26,33.96,38.39,25.35,30.37,34.69,17.96,22.59,32.31
"89","2017101501_4369",41.21,43.58,41.9,47.77,60.61,43.85,42.74,44.81,43.15,41.99,41.88,23.85,41.4,38.32,40.1,37.42,39.65,41.17,14.05,21.73,35.29,8.02,20.18,15.46,11.57,38.9,25.12,23.03,34.65,27.72,7.34,29.8,16.42,20.48,12.93,16.33,25.38,16.11,28.31,22.11,18.4,12.74,19.97,9.29
"90","2017101501_4154",40.4,39.53,39.88,45.86,60.56,40.48,38.17,42.2,40.19,39.24,39.76,21.13,35.8,37.68,37.17,35.91,36.84,39.31,9.68,19.03,34.86,1.29,22.72,17.68,14.3,39.98,24.98,25.14,36.28,28.89,11.14,31.5,20.17,22.66,15.28,20.14,26.76,19.19,30.26,24.66,28.78,21.44,22.98,19.07
"91","2017101501_3984",41.92,49.37,40.57,61.1,40.35,51.69,49.42,43.93,43.17,44.27,43.02,39.7,53.97,43.59,35.95,54.59,40.72,40.91,49.85,37.98,45.82,20.02,38.55,24.93,46.14,30.51,41.59,24.91,33.92,19.85,48.25,44.95,30.16,26.71,21.11,38.89,39.42,25.26,38.93,42.72,34.91,39.62,42.96,39.55
"92","2017101501_37",44.29,47.06,61.1,44.76,46.05,46.5,43.8,45.94,50.81,47.6,46.7,40.5,39.5,36.75,13.3,20.64,20.37,39.36,22.86,42.58,38.09,22.15,24.3,13.94,24.28,17.43,29.41,21.81,8.71,36.06,25.38,17.22,32.49,23.91,30.88,13.95,21,21.37,26.03,20.83,23.66,22,35.43,22.08
"93","2017101501_3686",73.7,59.12,75.14,72.53,75.59,78.43,78.06,74.9,66.37,78.04,77.53,76.36,77.99,84.51,111.28,99.71,99.43,79.99,97.21,76.78,83.16,97.41,30.85,23.12,18.21,12.12,24.36,16.65,37.13,10.08,28.28,17.76,14.6,19.75,22.48,33.86,18.27,17.3,23.65,29.3,22.48,18.38,11.9,21.33
"94","2017101501_3317",37.17,37.77,34.37,44.93,57.3,38.16,37.6,39.79,36.34,39.89,37.51,26.08,38.59,36.2,36.81,36.27,36.81,37.53,16.42,28.11,35.01,13,38.55,42.1,45.52,19.8,32.62,31.44,21.42,28.57,47.67,27.04,36.22,41.36,27.87,38.5,37.29,32.38,38.82,31.87,40.99,37.89,36.21,41.17
"95","2017101501_2670",82.86,80.33,81.32,74.9,61.51,81.66,80.34,78.15,79.52,80.32,81.19,92.09,82.33,104.51,83.31,82.1,81.71,84.32,81.75,98.94,91.92,79.5,37.23,41.23,43.64,15.68,31.16,30.18,20.64,28.42,46.36,25.47,39.04,34.72,43.11,36.78,32,27.04,40.41,23.11,39.05,33.15,37.77,30.45
"96","2017101501_2631",44.79,59.47,40.66,42.78,41.62,41.23,43.44,49.78,42.89,46.77,44.37,37.27,40.08,34.59,13.94,22.89,21.74,38.29,24.24,39.34,37.73,24.12,12.72,21.93,19.77,29.69,17.38,6.91,36.36,31.03,26.94,14.66,33.01,27.13,31.28,10.62,15.97,16.22,21.17,20.12,19.39,20.8,33.57,18.46
"97","2017101501_2148",83.03,79.82,80.58,77.23,60.91,79.62,79.04,81.66,76.13,77.86,77.29,93.89,106.97,83.69,82.02,81.4,83.59,80.26,101.91,95.2,78.36,81.67,37.65,42.41,42.92,19.24,31.62,31.98,25.22,46.66,18.54,23.62,40.87,35.04,41.08,29.06,25.96,41.68,22.94,39.15,35.97,38.25,27.62,43.14
"98","2017101501_2095",37.12,39.31,38.42,43.63,57.87,39.04,39.77,39.77,38.6,40.58,39.58,25.08,36.44,6.01,31.39,37.78,34.13,34.68,35.41,18.57,23.29,31.7,19.85,14.74,12.12,38.01,23.91,22.91,33.7,28.4,8.38,30.01,17.29,21.95,12.49,10.57,22.25,25.73,16.8,29.95,19.29,27.91,15.3,25.16
"99","2017101501_1501",74.43,59.74,76.89,77.45,77.09,78.9,77.75,72.9,77.66,72.83,77.29,78.68,81.84,83.12,109.2,97.1,101.26,80.28,97.26,77.7,83.89,97.55,31.02,22.26,20.03,16.25,26.51,37.08,12.27,18.83,17.87,29.84,14.98,19.6,22.36,34.05,18.38,18.69,23.23,29.19,21.83,20.9,13.67,23.21
"100","2017101501_1086",71.87,58.36,76.82,76.81,75.28,77.65,75.1,70.34,76.48,70.09,74.87,77.25,78.43,83.33,109.41,99.3,99.55,79.91,97.62,77.48,83.58,97.82,33.38,22.3,20.63,16.81,25.55,37.02,9.47,15.31,18.63,33.74,13.82,21.52,23.15,32.77,16.19,22.49,17.76,30.21,20.12,20.68,11.26,21.11
"101","2017101500_742",67.56,79.3,68.38,70.07,77.01,79.52,80.32,77.81,81.3,80.63,80.55,84.84,85.67,82.14,96.76,85.49,82.87,108.38,83.38,102.95,96.86,84.63,18.43,11.87,41.16,7.81,31.48,19.03,23.43,26.35,15.49,7.46,36.16,25.88,25.24,18.78,14.74,34.81,7.98,12.78,23.35,16.38,16.34,14.07
"102","2017101500_336",67.06,79.13,68.27,72.13,74.04,79.35,80.2,76.97,78.44,80.41,78.7,86.63,82.75,81.84,95.69,82.62,79.21,108.41,71.71,104.56,96.29,79.93,18.1,11.72,42.13,10.03,31.37,16.87,20.82,24.9,12.67,8.49,33.05,24.81,17.33,22.17,16.29,34.18,13.43,13.06,19.86,16.21,14.99,12.63
"103","2017101500_3319",43.06,39.49,40.84,55.49,40.38,37.68,42.67,43.12,39.01,38.41,42.12,6.86,21.56,37.42,37.79,21.84,38.37,35.36,12.75,39.54,38.25,34.07,32.3,14,39.41,24.12,26.37,21.95,19.21,16.77,35.9,10.02,30.05,18.53,17.74,17.18,24.76,18.7,29.41,14.02,19.53,25.22,26.49,32.55
"104","2017101500_2975",38.81,37.66,38.95,52.71,40.44,37.13,41.09,40.46,35.93,37.52,40.67,7.16,20.72,37.03,37.26,20.75,36.55,35.3,13.98,40.14,38.18,32.99,33.71,16.19,38.97,25.29,28.18,21.86,21.1,18.7,34.29,13.57,29.94,24.08,22.58,18.44,23.99,23.71,32.39,17.22,24.53,26.65,27.99,32.41
"105","2017101500_2550",80.22,79.41,80.39,63.41,78.71,81.55,76.93,78.18,83.73,79.64,79.69,116.8,98.38,82.73,79.08,98.51,83.75,85.5,110.67,79.73,80.29,83.16,39.02,25.38,45.18,29.06,33.79,29.98,26.5,25.53,42.88,19.81,36.55,37.01,33.61,38.3,29.97,32.42,28.31,41.81,35,27.67,33.72,21.27
"106","2017101500_2254",69.64,80.29,79.71,64.31,82.01,81.46,76.35,77.35,79.05,78.97,78.17,110.26,97.07,81.35,79.45,96.91,83.9,83.84,105.58,82.85,80.31,83.2,22.79,30.42,46.44,32.7,41.62,36.5,29.25,27.09,33.13,23.48,40.07,42.45,37.36,39.18,32.45,35.77,27.96,41.4,39.02,31.07,33.22,24.85
"107","2017101500_1856",54.71,42.45,55.2,50.65,43.78,42.27,41.33,44.57,39.9,41.27,41.22,33.78,34.64,38.84,20.69,37.34,38.08,4.47,36.91,1.64,20.52,38.62,28.77,39.46,9.02,45,18.53,32.2,26.11,22.94,35.24,45.32,15.43,14.98,23.59,31.9,29.74,18.89,44.25,30.17,25.26,26.72,30.92,37.2
"108","2017101500_1324",55.32,42.49,53.74,50.63,43.14,41.37,41.28,44.21,40.77,43.43,41.47,37.79,38.46,35.37,22.07,36.83,38.75,3.66,36.63,7.4,22.65,38.7,30.4,42.41,9.3,44.4,19.9,33.35,27.96,24.84,38.59,45.07,16.68,38.41,37.45,26.9,31.72,14.95,44.36,31.27,28.7,29.88,33.83,39.3
"109","2017101200_35",56.81,40.77,36.74,39.84,39.25,38.05,37.41,44.12,38.29,37.64,38.52,18.93,32.21,37.56,1.1,18.61,34.65,32.21,35.36,39.29,35.84,4.75,25.95,10.38,22.8,33.43,25.21,12.69,18.16,40.48,22.36,42.61,30.15,33.95,20.41,33.57,29.1,22.81,18.95,30.23,28.26,27.12,40.91,28.24
"110","2017101200_3081",65.72,75.34,78.57,79.07,77.56,75.88,81.22,75.47,78.9,78.78,79.56,99.41,85.86,82.3,116.95,99.13,81.75,84.15,84.81,78.32,82.79,113.99,24.95,47.06,18.47,23.77,42.3,38.39,30.63,10.59,33.65,9.88,20.76,20.42,29.23,18.35,27.43,33.07,36.4,24.47,22.25,24.89,13.46,27.75
"111","2017101200_2729",47.54,38.54,48.95,41.57,39.4,42.03,43.7,38.19,55.38,39.98,39.81,37.58,35.18,19.54,11.47,34.38,20,34.4,43.41,35.16,4.35,31.84,41.46,19.8,17.9,20.95,33.55,17.37,25.87,30.77,32.84,40.58,36.14,25.31,32.17,28.54,26.04,35.18,30.94,21.69,23.16,23.97,26.92,24.94
"112","2017101200_2565",60.74,72.41,75.1,76.91,75.01,72.5,76.85,72.01,75.25,75.36,75.23,95.67,83.33,80.44,113.78,93.35,79.56,79.84,85.05,73.69,80.69,116.45,26.66,47.76,18.79,25.26,43.72,41.21,31.73,11.45,36.07,10.52,21.97,19.06,31.13,22.84,33.55,38.1,40.96,25.51,24.92,39.81,14.9,36.79
"113","2017101200_2352",46.31,39.77,48.16,40.62,40.34,43.39,42.42,37.81,55.17,39.08,39.09,37.77,35.91,21.78,16.94,35.89,22.02,36.08,39.45,36.23,11.45,28.98,43.39,26.2,19.09,22.75,34.56,16.83,27.82,30.34,32.91,42.13,38.69,32.37,35.53,30.31,30.19,39.45,33.64,24.84,21.45,25.93,32.82,27.25
"114","2017101200_2158",43.4,38.86,46.36,38.53,38.09,39.82,42.26,37.36,52.02,35.53,36.84,35.19,34.31,25.04,14.11,37.16,23.91,36.39,34.52,36.62,15.48,30.45,8.4,18.53,32.03,26.17,16,32.2,18.72,14.17,21.51,7.89,10.98,17.25,18.99,11.14,12.35,28.2,18.2,14.76,11.82,16.03,13.51,14.24
"115","2017101200_1737",45.75,39.99,48.25,42.66,39.3,44.5,43.95,38.12,55.96,39.26,38.33,37.53,35.52,25.53,17.52,36.84,23.25,34.36,42.37,35.98,16.85,26.67,46.64,28.83,20.02,26.31,38.23,20.03,31.42,33.54,34.71,45.39,41.39,35.98,38.38,33.81,43.89,43.81,41.35,29.64,27.4,34.04,41.57,36.09
"116","2017100900_853",56.94,57.27,60.58,45.59,59.33,59.47,59.09,59.38,58.06,61.25,62.15,62.73,70.34,68.31,61.92,65.92,67.17,65.71,71.94,68.59,78.7,80.42,10.91,42.31,29.83,23.77,18.89,13.26,15.55,37.76,33.64,21.14,24.48,13.92,20.34,23.54,16.73,28.08,31.94,26.46,22.63,18.64,27.97,22.34
"117","2017100900_4324",57.92,48.72,51.28,46.85,46.79,47.01,46.42,45.6,46.41,45.27,43.48,43.8,37.42,25.34,33.53,39.64,46.44,43.23,42.67,45.96,33.37,38.43,24.46,36.63,6.51,15.35,33.45,30.16,8.4,26.13,13.26,23.72,19.01,28.95,22.5,18.86,24.81,20.78,28.97,14.16,9.35,15.81,16.3,23.48
"118","2017100900_36",59.16,73.44,73.22,75.49,76.56,72.83,76.24,75.32,72.17,74.33,78.1,77.92,98.33,115.95,110.78,82.49,81.58,81.92,76.65,79.92,103.09,85.17,27.19,14.46,48.32,45.33,34.92,21.62,23.67,40.92,17.79,27.66,31.99,13.39,31.34,33.5,32.17,34.41,28.19,37.32,36.62,24.15,34.89,31.75
"119","2017100900_3410",73.8,70.2,57.86,75.11,71.06,73.08,75.15,72.45,70.23,71.38,72.76,78.9,114.67,93.43,86.73,78.41,77.93,98,94.36,103.83,80.89,81.64,30.41,20.76,30.61,37.96,23.73,36.31,45.4,16.96,27.31,38.39,41.34,35.81,40.93,29.98,39.43,38.59,20.88,39.13,33.6,27.66,26.26,31.17
"120","2017100900_3028",57.9,71.78,71.4,75.17,75.7,74.44,74.56,74.04,71.58,74.31,76.55,76.75,91.76,105.18,99.84,84.43,77.21,78.65,80.49,78.95,94.13,85.49,27.39,15.6,46.48,35.78,23,38.56,42.22,23.51,18.94,27.88,33.55,19.42,30.09,34.36,31.67,30.52,25.71,35.54,40.06,32.46,35.56,26.44
"121","2017100900_2851",39.82,61.17,40.33,43.19,44.86,42.92,43.21,43.56,44.91,47.12,45.26,40.12,6.5,25.38,31.62,40.32,37.7,16.42,25.05,20.54,36.47,35.85,31.32,31.69,29.22,33.78,39.77,31,14.23,42.93,36.68,20.95,20.93,33.46,35.2,30.42,35.15,36.43,21.22,24.58,31.35,34.95,27.91,29.52
"122","2017100900_2595",58.89,73.48,73.28,76.95,72.43,76.23,75.55,75.74,73.11,74.46,77.72,78.11,97.97,117.59,110.19,82.51,81.09,82.6,79.52,74.95,103.05,84.85,27.79,14.97,47.91,36.33,23.89,21.77,40.27,43.67,19.19,27.67,32.46,21.11,32.44,36.71,32.56,36.77,26.97,38.66,39.42,25.27,34.91,32.3
"123","2017100900_2224",42.55,45.98,61.25,42.43,44.81,45.53,44.2,43.47,45.65,47.47,46.69,40.83,6.35,26.07,33.32,40.54,38.31,16.09,25.41,20.06,36,37.62,29.66,21.13,29.48,24.2,33.08,37.38,27.46,12.78,43.2,41.7,15.83,31.74,26,28.09,34.21,34.91,18.96,22.52,28.59,32.79,24.47,27.02
"124","2017100900_1889",57.25,40.46,41.61,37.27,41,36.56,39.1,38.28,37.71,38.2,34.83,39.54,31.06,17.38,21.79,36.71,38.98,34.16,36.98,36.43,31.04,33.72,26.75,33.45,7.66,16.35,26.43,30.92,28.88,9.81,13.35,26.61,21.91,27.86,14.98,22.9,23.18,15.3,24.8,16.71,12.92,24.08,11.75,21.01
"125","2017100811_3905",71.35,66.78,65.57,66.39,67.14,64.24,69.05,65.7,65.37,70.37,63.52,64.63,64.06,66.38,63.16,65.88,43.15,66.72,65.95,68.87,62.47,56.51,25.05,32.57,21.97,51.87,43.79,44.36,26.04,51.62,43.31,30.08,52.94,37.57,52.11,53.17,11.84,52.65,39.68,42.35,46.11,41.46,25.58,14.81
"126","2017100811_37",81.92,71.8,73.95,79.47,77.08,79.72,80.08,66.74,77.76,79,82.16,95.16,85.37,96.07,83.24,83.4,100.48,105.04,84.86,86.75,83.22,85.55,17.97,29.01,6.62,33.25,7.52,23.61,15.93,20.07,10.23,26.96,20.23,12.07,13.99,21.56,9.4,25.99,10.8,8.04,24.81,22.31,21.47,19.67
"127","2017100811_3467",73.2,77.92,68.74,73.62,75.38,79.28,79,75.81,75.75,76.33,62.4,84.98,84.49,80.33,104.73,89.02,83.54,81.42,88.51,82.66,82.16,114.79,23.76,21.6,44.12,15.38,32.03,42.36,13.92,40.07,32.89,24.38,28,40.23,18,32.68,29.87,24.64,38.29,29.8,26.82,22.21,27.55,37.07
"128","2017100811_3132",49.16,45.9,41.96,37.94,42.68,41.7,39.29,56.08,43.74,41.84,37.26,20.2,36.02,22.12,39.29,12.78,7.2,36.36,37.21,40.54,36.16,36.98,23.18,44.8,34.63,18.57,40.78,31.32,39.07,32.44,26.51,22.94,45.98,37.75,39.17,29.04,22.78,38.34,39.8,30.38,32.84,41.16,25.66,34.58
"129","2017100811_2163",44.18,43.52,38.64,44.68,44.61,37.08,36.84,38.64,40.12,39.4,56.73,32.91,34.15,34.65,12.81,30.22,34.14,33.41,29.6,35.65,36.89,6.31,32.03,29.05,32.87,12.71,37.8,27.53,11.25,39.62,15.87,24.31,27.49,14.38,36.38,26.4,27.55,29,20.15,27.81,27.76,32.42,28.2,22.38
"130","2017100811_1308",79.33,81.59,84.72,78.75,83.44,85.44,87.29,88.14,83.86,82.54,64.58,88.55,87.61,85.09,107.36,87.18,86.81,84.98,87.58,85.12,85.72,117.97,21.09,22.76,19.26,38.66,11.06,28.07,39.79,14.18,35.28,30.73,25.16,34.31,15.92,28.75,20.85,22.61,31.93,27.42,24.21,19.94,27.15,22.33
"131","2017100810_370",67.89,80.88,81.77,83.02,74.64,78.77,69.95,80.02,80.95,80.83,79.81,85.5,119.38,84.29,84.47,103.8,81.43,95.75,82.29,83.57,79.87,99.01,28.97,30.49,23.88,33.76,15.03,19.74,41.43,36.5,39.5,14.4,27.16,25.63,28.84,15.19,29.28,27.61,27.44,24.15,40.87,21.45,25.01,28.77
"132","2017100810_3680",65.83,73.26,72.41,74.12,66.74,70.17,63.6,72.64,73.92,72.59,71.8,82.94,112.37,81.22,80.6,92.37,90.06,81.7,78.51,80.18,80.89,82.88,25.77,29.86,33.15,20.87,10.57,16.67,41.74,38.27,43.09,12.25,24.1,37.57,21.17,21.85,33.84,32.17,22.68,13.67,41.08,16.77,29.52,14.75
"133","2017100810_3113",72.12,56.65,59.95,57.64,57.69,59.93,59.23,57.08,59.23,56.87,55.68,45,51.63,44.25,49.3,50.51,37.04,48.95,46.67,28.22,15.37,47.22,30.42,26.53,17.08,35.99,23.82,41,15.4,22.16,46.9,39.94,33.32,27.02,27.83,33.76,24.66,19.55,32.96,37.74,33.57,30.88,33.87,42.98
"134","2017100810_2889",63.06,76.16,76.82,77.43,80.25,72.83,64.61,77.52,78.33,73.93,77,84.14,107.4,80.98,82.24,96.11,95.26,78.03,79.91,81.33,81.95,89.93,17.82,20.13,17.93,23.52,7.71,25.65,34.74,33.1,12.48,5.19,35.41,20.38,17.8,20.84,28.41,22.22,19.68,10.74,34.05,16.16,27.04,31.85
"135","2017100810_2684",63.54,45.68,49.55,48.93,47.75,50.22,51.11,47.61,50.84,47.51,45.56,33.46,40.31,31.82,39.25,40.17,19.41,39.03,33.4,13.03,0.55,40.28,31.77,24.6,16.39,36.85,22.81,41.31,13.57,21.08,47.14,39.32,32.54,24.48,26.58,31.99,20.99,15.46,29.01,36.07,37.23,27.16,30.14,42.46
"136","2017100810_2060",57.52,72.5,68.64,69.98,69.46,69.39,67.51,68.8,67.44,70.58,71.9,87.6,78.31,87.51,78.27,75.42,100.71,77.81,82.41,106.77,118,77.79,22.79,28.06,39.25,17.26,29.38,30.2,39.76,32.43,5.96,13.1,20.53,27.73,25.25,20.92,30.2,37.59,19.44,15.36,20.43,21.42,16,8.97
"137","2017100810_1815",54.73,41.25,41.95,39.65,48.14,44.21,51.88,40.47,39.51,43.56,42.26,35.77,2.58,37.79,19.17,39.04,22.58,39.32,40.65,40.78,38.22,26.17,22.25,24.01,19.91,29.05,41.37,35.22,14.09,16.53,12.37,39.05,27.95,27.16,26.12,21.81,24.74,32.66,32.4,40.18,15.33,34.05,22.35,20.31
"138","2017100810_1643",58.86,76.9,74.24,73.32,71.5,71.94,72.46,72.51,72.39,74.19,75.63,87.88,80.4,87,81.92,80.35,99.48,81.04,84.94,106.8,119.28,80.74,23.73,26.91,34.22,16.47,31.04,15.55,37.72,33.67,6.73,12.25,21.14,27.83,25.86,20.83,30.19,36.22,23.45,16.75,18.68,25.77,22.84,11.35
"139","2017100810_1254",50.57,38.97,39.31,37.09,34.6,43.43,49.63,38.85,37.49,43.16,38.58,34.99,8.09,36.38,34.35,20.57,22.19,40.5,36.41,37.32,35.9,24.51,36.29,34.84,37.92,30.84,44.72,29.44,15.47,21.51,40.94,47.7,19.66,32.31,41.64,34.01,28,37.62,39.32,18.22,42.12,38.32,31.48,26.48
"140","2017100809_993",43.32,40.81,38.23,59.21,37.9,40.48,39.55,41.75,42.49,41.47,39.05,20.9,11.48,2.95,32.01,34.73,35.6,31.38,20.5,8.92,34.72,36.65,24.84,29.13,33.85,27.25,26.81,19.43,11.48,16.26,38.8,32.5,23.56,19.48,25.38,22.19,34.33,26.78,22.17,23.78,23.4,17.81,31.04,18.91
"141","2017100809_307",74.94,78.53,81,63.14,81.53,80.33,83.27,80.62,78.89,79.09,82.13,99.78,107.44,114.96,86.79,84.69,79.59,89.26,100.43,110.58,84.5,79.41,38.92,28.71,24.07,30.16,32.14,42.42,48.04,45.64,19.11,25.68,36.2,38.38,33.51,39.08,23.78,30.07,38.35,35.62,35.54,42.05,27.62,40.96
"142","2017100809_178",77.75,78.15,81.45,64.98,80.37,80.71,81.39,79.21,80.08,78.32,81.26,97.68,104.63,109.25,80.78,85.64,87.07,88.56,97.29,103.75,82.04,87.36,43.3,26.67,22.19,25.96,28.32,37.55,44.35,40.99,16.37,23.87,32.87,25.31,23.02,26.02,25.23,34.08,36.28,27.54,28.2,29.27,27.88,40.01
"143","2017100809_1153",69.32,80.76,79.98,81.87,75.04,83.38,78.63,83,79.07,82.47,77.53,82,82.44,84.17,100.22,81.99,95.94,115.4,97.7,81.74,85.07,96.5,28.73,35.37,17.38,26.25,38.52,24.72,20.97,18.82,36.11,38.71,34.26,29.99,30.91,37.91,21.13,33.71,30.58,28.9,32.51,28.66,20.19,31.74
"144","2017100808_4084",70.59,71.36,59.89,78.31,69.18,73.83,72.94,73.72,73.63,72.79,72,87.02,83.92,107.35,98.44,118.85,78.83,79.43,98.85,82.95,80.9,80.7,43.81,35.86,27.19,42.81,12.9,38.6,16.18,34.32,23.81,28.52,14.93,32.54,24.89,32.93,31.97,35.82,30.35,33.49,38.71,37.37,20.43,41.25
