"","combid","Poss_1_x","Poss_2_x","Poss_3_x","Poss_4_x","Poss_5_x","Poss_6_x","Poss_7_x","Poss_8_x","Poss_9_x","Poss_10_x","Poss_11_x","Poss_1_y","Poss_2_y","Poss_3_y","Poss_4_y","Poss_5_y","Poss_6_y","Poss_7_y","Poss_8_y","Poss_9_y","Poss_10_y","Poss_11_y"
"559","2017091100_3846",68.87,70.07,77.68,74.97,68.33,71.23,73.86,70.69,75.65,76.87,69.95,44.13,46.47,27.07,13.89,39.23,50.6,26.05,43.6,19.74,15.45,50.46
"560","2017091100_3599",60.8,74.11,72.64,77.65,73.16,75.51,73.41,70.25,73.7,74.5,77.4,28.62,48.87,34.08,44.81,18.48,26.33,20.76,16.78,39.94,23.6,31.73
"561","2017091100_3387",43.57,45.47,45.66,39.45,40.1,55.35,41.12,41.89,42.83,39.24,41.99,15.4,29.96,28.63,8.7,21.85,22.27,13.25,38.65,35.12,16.15,27.97
"562","2017091100_3097",59.63,72.97,76.3,76.72,73.04,77.18,73.06,70.46,74.02,74.93,77.52,28.53,48.53,35.15,44.56,18.61,27.86,21,16.77,40.04,24.03,31.91
"563","2017091100_2816",78.14,75.98,74.32,81.18,78.26,65.94,79.14,79.17,77.64,80.45,78.34,34.65,26.85,19.06,40.78,31.51,29.66,38.27,18.81,22.62,34.95,28.48
"564","2017091100_2338",63.32,49.93,45.26,47.96,48.41,44.95,47.43,46.78,47.2,47.41,43.86,32.36,10.89,24.24,34.92,38.18,33.97,43.98,17.43,20.1,40.84,26.99
"565","2017091100_2112",73.87,70.52,70.23,75.55,72.69,62.81,74.04,73.95,71.98,74.89,75.36,43.95,23.15,13.54,39.08,25.1,26.2,37.27,16.07,19.01,35.55,29.62
"566","2017091100_2073",58.33,59.4,64.6,63.57,63.32,63.74,63.74,61.38,63.28,64.03,64.93,27.37,45.53,30.8,44.54,14.83,23.96,18.67,11.46,36.53,21.04,29.22
"567","2017091100_1521",62.09,78.31,79.11,81.08,78.95,81.47,78.6,74.42,75.9,79.18,80.78,26.47,45.33,33.53,41.49,18.21,23.78,20.4,15.59,40.23,23.91,31.45
"568","2017091100_1415",41.24,43.42,45.62,39.25,42.06,53.82,41.83,38.92,42.02,41.46,40.61,18.21,29.09,37.63,16.47,24.74,26.15,19.92,35.58,31.85,22.45,26.87
"569","2017091012_594",75.87,70.04,80.11,83.12,71.55,79.68,80.57,83.03,83.68,83.17,81.38,15.63,26.45,34.53,36.19,42.3,38,22.49,19.9,23.69,42.87,33.08
"570","2017091012_44",41.28,43.64,42.93,47.69,50.25,50.04,42.39,44.34,58.52,44.04,42.78,42.12,37.14,33.67,22.47,44.41,17.76,30.32,17.59,30.85,38.43,26.52
"571","2017091012_3610",74.96,68.93,78.86,78.07,78.26,81.99,77.64,80.43,80.82,80.42,81.62,13.63,25.17,24.87,41.26,19.84,40.14,36.71,14.76,30.52,36.23,28.58
"572","2017091012_2546",73.76,75.67,76.43,71.86,67.52,69.96,77.62,75.27,61.63,73.42,76.32,18.09,24.34,30.25,42.39,24.86,38.43,32.67,46.28,31.89,19.45,35.81
"573","2017091012_2165",49.31,53.81,44.27,41.68,52.39,44.12,45.65,42.93,41.4,41.25,40.53,36.82,23.92,28.8,11.58,8.51,13.44,32.96,36.4,21.38,14.75,26.75
"574","2017091012_1756",45.66,51.19,42.38,38.03,51.03,41.13,42.07,38.89,38.61,38.97,39.29,35.51,23.46,27.23,11.24,11.96,13.7,32.13,36.14,17.93,15.8,22.78
"575","2017091012_1072",45.41,49.7,40.26,35.97,48.44,39.7,41.88,35.39,37.59,37.33,36.18,20.34,38.19,26.31,43.54,44.7,40.46,23.68,17.79,33.98,39.25,28.24
"576","2017091010_3635",34.34,53.09,27.43,30.52,31.8,34.94,34.04,26.7,34.85,28.34,30.65,5.15,17.46,2.47,32.9,9.98,10.5,14.37,25.9,29.07,21.64,13.63
"577","2017091010_35",58.04,80.06,76.57,76.6,78.23,77.75,78.58,77.81,78.25,81.38,81.57,18.59,31.51,26.33,33.36,19.67,12.15,29.04,5.72,24.21,7.45,17.96
"578","2017091010_3001",63.33,49.03,52.37,52.7,51.52,51.68,49.2,52.99,48.41,53.37,47.42,24.03,37.19,27.55,38.73,22.03,13.01,32.96,30.78,18.07,7.12,8.59
"579","2017091010_2968",59.88,43.57,45.96,46.12,46.52,47.02,43.36,45.66,50.26,44.98,41.73,34.21,45.7,35.02,47.82,31.47,23.06,41.75,38.98,14.97,29.52,15.25
"580","2017091010_2349",57.96,40.94,42.95,44.46,43.19,43.1,42.19,43.2,42.14,41.43,40.41,32.52,21.81,29.81,20.2,33.22,40.36,26.17,26.92,46.75,36.73,45.65
"581","2017091009_575",76.64,74.57,77.8,74.52,80.72,69.32,76.86,67.61,75.78,73.6,59.27,9.83,41.02,16.61,26.96,18.94,37.41,24.24,13.96,13.35,35.05,23.23
"582","2017091009_3331",66.35,64.39,63.72,66.2,62.91,72.63,66.24,69.28,66.43,66.1,78.33,46.23,14.94,37.86,23.55,35.95,11.06,27.59,45.64,40.04,18.89,30.06
"583","2017091009_3135",40.8,42.39,41.64,44.5,38.87,54.18,39.11,49.32,44.81,44.07,58.48,45.49,13.58,38.38,22.51,35.06,13.83,28.33,41.65,40.66,18.94,29.93
"584","2017091009_302",59.8,46.54,41.16,47.54,44.32,44.76,45.04,43.14,41.73,44.29,40.91,23.97,10.95,31.9,37.09,18.85,33.09,6.33,15.67,20.85,30.96,27.27
"585","2017091009_207",48.54,58.52,48.35,39.01,45.41,45.12,44.25,42.57,43.59,42.76,41.01,10,23.62,39.36,11.5,36.04,18.96,32.75,14.65,27.29,19.13,24.72
"586","2017091008_44",47.19,42.37,40.8,43.42,44.71,46.32,58.04,42.55,45.92,42.34,42.63,29.47,39.15,18.62,17.94,30.55,23.06,26.46,14.57,21.81,28.41,36.29
"587","2017091008_3892",46.58,42.1,42.54,44.89,43.82,50.45,64.09,45.34,46.85,44.61,39.9,47.17,44.25,31.01,26.68,38,22.68,33.29,21.86,32.81,36.94,40.28
"588","2017091008_3755",48.13,41.29,40.38,40.79,41.19,46.07,65.38,39.7,40.76,36.29,39.81,40.82,39.68,20.64,19.5,31.55,16.27,34.89,14.26,23.91,30.23,35.23
"589","2017091008_301",47.76,44.32,42.41,44.51,44.27,47.82,63.31,44.38,45.02,40.38,43.43,34.7,42.72,18.95,18.99,37.58,23.2,33.38,15.63,26.12,31.02,39.7
"590","2017091008_2911",46.91,48.86,59.81,56.65,50.93,50.13,51.19,46.97,48.08,44.67,47.11,21.67,16.18,27.77,35.94,19.76,10.6,24.2,36.37,33.7,31.71,12.5
"591","2017091008_2441",73.36,74.62,74.56,76.8,75.62,72.53,56.81,76.09,73.78,79.45,76.32,37.83,44.4,25.4,22.74,35.82,25.84,29.02,17.67,31.1,34.85,41.14
"592","2017091008_1323",38.36,38.58,54.68,50.39,41.44,43.83,41.57,34.39,37.33,33.93,36.01,25.32,17.73,31.84,36.32,21.5,14.39,28.05,37.92,35.2,32.9,14.34
"593","2017091008_1063",72.44,77.66,76.71,75.03,76.59,69.71,58.07,77.4,74.35,80.57,79.26,46.14,45.11,29.54,25.21,39.31,20.7,31.04,17.75,33.09,35.08,42.09
"594","2017091007_948",57.14,47.28,48.22,44.74,45.9,48.14,42.36,44.55,45.42,46.03,45.95,26.71,40.99,14.65,37.43,16.38,18.8,32.47,39.94,26.01,22.19,34.79
"595","2017091007_3685",54.45,43.69,47.34,40.7,40.81,44.02,37.9,41.66,39.09,40.72,41.43,25.61,40.69,16.99,34.43,14.02,17.63,31.14,38.26,25.15,21.41,32.27
"596","2017091007_3383",61,69.53,70.13,74.29,72.61,75.68,76.03,74.92,73.58,74.48,71.38,29.11,17.24,48.45,28.44,46.55,40.14,33.68,30.76,20.66,42.58,25.69
"597","2017091007_2866",53,43.79,46.13,40.21,39.61,43.21,37.39,39.83,38.47,39.82,41.06,25.85,38.41,15.05,33.1,12.64,16.34,29.9,36.75,22.54,19.42,30.86
"598","2017091007_2435",71.01,84.2,81.28,91.27,91.37,85.19,95.49,90.91,93.46,90.3,90.02,30.27,19.56,39.58,24.39,43.54,41.33,26.92,21.04,30.95,38.49,27.37
"599","2017091005_955",73.92,71.66,72.51,72.17,58.3,74.18,73.64,71,71.6,72.7,72.92,34.32,17.16,13.15,14.62,24.32,21.78,19.44,37.07,26.98,25.02,11.73
"600","2017091005_3982",77.01,73.96,78.55,76.05,64.83,78.5,82,78.46,74.03,78.96,79.89,37.15,7.53,14.8,12.78,20.33,29.71,26.6,19.83,36.56,26.36,10.14
"601","2017091005_35",69.65,73.44,65.77,71.53,71.65,71.47,71.18,60.19,70.67,72.68,71.07,8.82,29.25,37.33,39.13,9.62,22.77,18.71,25.4,13.26,33.27,35.42
"602","2017091005_2563",66.55,73.79,77.43,77.82,76.13,76.35,76.92,76.12,63.55,75.37,75.64,38.18,9.87,26,29.31,38.43,8.74,20.54,16.3,23.75,12.64,32.67
"603","2017091005_2110",45.06,45.34,40.89,43.68,56.77,38.84,41,45.62,43.17,40.68,40.52,15.59,47.73,39.67,41.02,32.66,28.35,35.3,13.72,22.27,27.35,43.6
"604","2017091005_2033",80.63,73.76,81.18,77.13,65.26,81.8,84.62,80.37,78.52,81.85,77.64,38.15,8.4,17.03,13.85,23.09,32.33,26.34,21.92,40.35,27.04,11.49
"605","2017091005_1763",77.45,74.36,77.13,75.28,60.17,80.01,78.42,74.94,77.69,78.67,77.37,33.01,16.46,11.95,13.48,23.55,21.92,18.65,34.29,24.69,23.44,10.16
"606","2017091004_851",51.76,38.67,47.36,39.88,35.07,33.73,34.87,32.99,33.76,31.24,28.39,22.62,24.18,36.93,5.58,29.01,22.3,11.64,30.94,14.93,8.53,13.49
"607","2017091004_4127",59.07,78.13,75.89,75.44,69.66,67.05,75.86,77.95,76.15,74.45,75.44,30.05,44.78,40.98,33.29,13.51,45.85,21.37,36.73,28.54,23.58,15.32
"608","2017091004_3757",59.78,77.81,70.8,75.75,69.83,78.72,75.76,78.91,76.85,77.17,74.82,28.06,43.18,11.62,40.38,44.47,33.1,20.02,36.49,28.94,23.26,15.02
"609","2017091004_37",80.91,77.97,72.52,62.74,73.33,79.42,75.91,81.63,81.01,79.57,78.41,17.63,37.12,12.37,25.17,43.83,29.94,21.95,33.39,24.91,21.65,40.47
"610","2017091004_2995",56.45,69.7,69.8,65.37,71.29,71.93,70.5,70.94,73.05,75.18,77.66,27.12,24.42,8.2,47.98,19.18,26.38,39.97,14.66,36.88,43.14,35.04
"611","2017091004_292",59.46,43.86,45.27,49.63,41.73,42.31,42.92,42.69,41.87,38.45,36.9,27.54,29.87,9.19,43.57,34.16,27.23,16.44,37.56,19.4,11.85,22.42
"612","2017091004_2462",59.4,72.02,72.95,65.63,74.6,74.72,72.41,75.92,74.86,77.23,81.4,26.27,23.03,8.29,44.39,18.88,26.14,37.96,14.25,34.35,40.22,31.24
"613","2017091004_1611",60.54,42.32,45.24,49.91,50.55,43.68,42.66,44.38,42.32,46.07,46.29,24.01,11.87,15.44,43.15,10.21,20.43,35.62,18.16,25.92,30.02,39.4
"614","2017091003_878",73.36,74.31,73.31,76.13,69.98,72.8,68.73,74.41,62.67,71.91,73.16,44.67,22.13,38.64,14.44,23.32,17.1,15.97,35.46,28.14,47.49,31.78
"615","2017091003_3631",47.38,39.2,42.46,41.13,43.63,40.76,42.19,45.56,58.71,46.07,46.04,8.88,38.42,23.97,47.2,47.11,28.93,42.04,25.88,24.59,19.57,28.51
"616","2017091003_2078",68.62,74.65,71.91,69.45,68.27,72.33,73,74.3,60.34,71.54,73.42,40.96,18.44,32.82,9.01,20.32,15.06,11.81,30.12,22.67,41.01,28.52
"617","2017091003_1954",77.87,72.52,76.2,78.23,77.41,77.19,64,74.49,77.52,76.45,70.72,10.69,41.33,42.16,30.07,25.87,33.46,22.85,18.11,13.98,20.23,9.12
"618","2017091002_36",29.9,30.93,52.87,28.9,32.13,28.93,31.53,32.03,34.43,28.87,31.57,31.1,36.83,29,27.57,8.77,11.93,21.9,38.33,33.37,25.43,17.27
"619","2017091002_2026",70.21,59.11,75.7,76.06,75.94,70.94,72.77,72.06,75.93,73.64,75.8,41.18,29.66,44.4,26.32,20.66,24.53,42.32,23.38,34.55,38.41,29.88
"620","2017091002_1766",75.96,81.31,79.62,60.4,80.06,83.39,80.79,77.6,78.88,81.66,80.13,51.2,30.2,24.02,29.28,32.64,45.76,38.13,21.38,27.94,35.31,42.24
"621","2017091002_1662",80.02,82.19,80.34,63.15,81.41,83.36,79.17,77.78,78.27,82.03,79.48,48.93,31.29,25.16,29.34,34.11,45.43,38.87,22.49,29.52,36.85,43.07
"622","2017091001_872",74.49,57.18,75.88,74.11,73.37,75.49,73.9,74.32,72.96,67.51,71.09,29.89,29.31,34.09,39.89,20.57,45.52,21.86,17.74,42.17,23.65,36.59
"623","2017091001_36",39.7,60.57,38.77,41.97,40.65,42.67,39.73,40.36,43.74,45.92,48.12,36.84,33.81,34.83,28.61,42.51,19.58,39.81,48.21,24.79,50.08,15.11
"624","2017091001_3439",55.65,42.07,52.52,50.36,45.68,41.59,43.28,44.13,44.67,43.06,42.94,36.27,42.34,11.8,46.31,22.42,31.03,26.53,38.74,46.04,18.37,34.49
"625","2017091001_330",68.89,75.45,70.05,69.71,75.42,80.88,75.73,76.4,76.13,77.12,77.77,29.21,21.96,46.12,15.06,38.6,28.19,35.18,23.48,15.66,41.16,27.16
"626","2017091001_3190",76.87,73.24,59.63,78.4,75.89,79.52,76.33,77.85,75.48,70.09,74.68,29.41,42.41,30.12,34.04,22.06,46.56,23.72,18.22,38.24,22.16,37.21
"627","2017091001_2903",53.26,40.14,49.98,47.52,43.83,39.07,40.43,41.13,41.73,40.54,40.85,36.85,42.2,13.21,46.58,23.25,33.6,28.54,39.84,46.46,20.87,35.08
"628","2017091001_2501",64.89,73.3,67.38,68.72,71.41,75.03,72.67,71.7,72.23,75.4,73.64,30.72,21.97,47.01,15.27,39.86,32.12,36.29,24.4,16.37,45.54,28.69
"629","2017091001_1653",76.42,73.4,58.41,76.63,77.44,77.47,76.55,75.95,75.36,67.23,71.87,29.79,39.53,29.16,35.15,19.59,42.97,23.65,15.22,34.89,15.02,46.55
"630","2017091001_1421",55.18,42.79,55.25,47.33,46.49,41.28,44.69,43.48,43.71,44.12,44.2,34.45,42.32,11.72,46.23,22.77,32.25,27.02,39.38,46.54,19.79,33.6
"631","2017091000_3404",71.32,69.42,72.63,74.63,57.12,72.34,68.26,70.94,72.71,74.19,72.33,11.23,9.42,40.41,28.2,24.4,17.17,44.35,36.45,32.02,24.62,15.55
"632","2017091000_3130",74.01,72.65,73.68,64.31,75.14,70.46,72.52,73.92,71.47,70.1,74.06,25.92,30.65,18.3,27.57,22.32,21.67,40.82,44.46,43.21,13.99,37.16
"633","2017091000_2189",48.4,50.51,48.09,45.35,64.02,46.88,50.33,48.31,47.73,46.07,47.8,42.65,44.62,13.61,25.82,28.95,33.84,8.83,16.97,21.42,30.71,37.69
"634","2017090700_4520",72.62,73.68,77.78,73.92,75.88,77.48,66.92,80.06,77.07,81.96,76.8,27.33,38.15,26.26,43.94,19.75,35.38,28.13,44.4,40.23,21.19,30.29
"635","2017090700_44",73.12,75.51,74.02,74.77,72.83,72.71,79.19,67.65,79.65,77.83,79.92,23.66,36.53,26.99,20.89,43.09,18.17,34.8,28.95,43.46,40.95,19.25
"636","2017090700_4347",69.3,73.68,74.21,71.01,71.85,76.11,61.06,77.02,74.87,76.37,72.67,25.43,39.02,22.06,46.05,16.5,34.71,27.93,46.19,41.71,19.41,29.18
"637","2017090700_3578",70.26,62.96,80.25,79.31,77.48,77.34,70.39,78.52,78.47,75.74,79.87,46.98,29.93,23.23,20.21,29.31,39.09,17.83,34.62,43.97,41.47,28.33
"638","2017090700_3196",66.83,59.55,74.51,73.7,71.73,71.17,63.9,72.84,74.36,71.74,73.18,49.05,28.27,22.87,19.56,31.04,40.26,15.67,35.86,48.42,44.76,28.53
"639","2017090700_2792",46.42,43.93,47.3,42.24,48.33,44.31,40.68,52.6,39.72,41.75,38.95,31.28,16.71,27.83,33.46,11,37.93,20.86,27.19,11.81,15.9,36.77
"640","2017090700_2353",48.14,45.33,47.91,46.33,51.87,48.54,41.82,51.6,43.02,45.96,42.27,29.84,18.15,26.58,34.85,11.34,40.22,20.87,23.83,11.87,14.49,39.22
"641","2017090700_1640",72.67,67.53,58.96,79.77,78.4,76.93,77.21,78.17,78.92,77.39,79.7,49.25,20.33,27.08,21.61,19.21,32.58,43.44,37.48,47.78,40.01,30.79
"642","2017090700_1241",66.93,65.85,61.9,75.09,74.15,72.52,73.54,74.2,74.95,73.57,75.01,48.1,18.22,30.14,22.07,18.9,30.36,38.85,36.15,47.99,42.75,29.59
